:GT2K_LOG,2
:LOGGING_ID,6
:LOGGING_NAME,"Dryer1Fire"
:SERIAL_ID,84
:DEVICE_NUM,8
:RECORD_NUM,3600
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,L
:DEV_COMMENT,"ÑBÑ|ÑpÑwÑ~ÑÄÑÉÑÑÑé ÑÉÑçÑÇÑéÑë","ÑBÑÑÑÄÑÇ ÑtÑÖÑÑÑéÑu","ÑSÑuÑ}ÑÅ. Ñr ÑqÑÄÑÇÑÄÑrÑu","ÑSÑuÑ}ÑÅ. Ñr ÑÑ-ÑsÑuÑ~","ÑQÑpÑxÑÇ. Ñr ÑÑÑÄÑÅÑ{Ñu","ÑYÑyÑqÑuÑÇ 0-100%","ÑPÑÄÑtÑpÑâÑp ÑÑÑÄÑÅÑ|ÑyÑrÑp","ÑPÑÄÑtÑpÑâÑp ÑrÑÄÑxÑtÑÖÑáÑp"
:DEV_TYPE,REAL,REAL,REAL,REAL,REAL,BIN16,REAL,REAL
:DISP_TYPE,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,DEC,REAL_FIX,REAL_FIX
:DEV_SIZE,2,2,2,2,2,1,2,2
2019/12/19 11:29:40,  49.30,  0.0, 410, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:29:50,  49.30,  0.0, 410, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:30:00,  49.30,  0.0, 410, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:30:10,  49.30,  0.0, 410, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:30:20,  49.30,  0.0, 410, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:30:30,  49.30,  0.0, 410, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:30:40,  49.30,  0.0, 410, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:30:50,  49.30,  0.0, 409, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:31:00,  49.30,  0.0, 409, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:31:10,  49.30,  0.0, 409, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:31:20,  49.30,  0.0, 409, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:31:30,  49.30,  0.0, 409, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:31:40,  49.30,  0.0, 409, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:31:50,  49.30,  0.0, 409, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:32:00,  49.30,  0.0, 409, 558, -0.02,  0,   0.00,   0.00
2019/12/19 11:32:10,  49.30,  0.0, 408, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:32:20,  49.30,  0.0, 408, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:32:30,  49.30,  0.0, 408, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:32:40,  49.30,  0.0, 408, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:32:50,  49.30,  0.0, 408, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:33:00,  49.30,  0.0, 408, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:33:10,  49.30,  0.0, 408, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:33:20,  49.30,  0.0, 407, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:33:30,  49.30,  0.0, 407, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:33:40,  49.30,  0.0, 407, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:33:50,  49.30,  0.0, 407, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:34:00,  49.30,  0.0, 407, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:34:10,  49.30,  0.0, 407, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:34:20,  49.30,  0.0, 407, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:34:30,  49.30,  0.0, 407, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:34:40,  49.30,  0.0, 406, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:34:50,  49.30,  0.0, 406, 557, -0.02,  0,   0.00,   0.00
2019/12/19 11:35:00,  49.30,  0.0, 406, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:35:10,  49.30,  0.0, 406, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:35:20,  49.30,  0.0, 406, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:35:30,  49.30,  0.0, 406, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:35:40,  49.30,  0.0, 406, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:35:50,  49.30,  0.0, 406, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:36:00,  49.30,  0.0, 406, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:36:10,  49.30,  0.0, 405, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:36:20,  49.30,  0.0, 405, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:36:30,  49.30,  0.0, 405, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:36:40,  49.30,  0.0, 405, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:36:50,  49.30,  0.0, 405, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:37:00,  49.30,  0.0, 405, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:37:10,  49.30,  0.0, 405, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:37:20,  49.30,  0.0, 404, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:37:30,  49.30,  0.0, 404, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:37:40,  49.30,  0.0, 404, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:37:50,  49.30,  0.0, 404, 556, -0.02,  0,   0.00,   0.00
2019/12/19 11:38:00,  49.30,  0.0, 404, 555, -0.02,  0,   0.00,   0.00
2019/12/19 11:38:10,  49.30,  0.0, 404, 555, -0.02,  0,   0.00,   0.00
2019/12/19 11:38:20,  49.30,  0.0, 404, 555, -0.02,  0,   0.00,   0.00
2019/12/19 11:38:30,  49.30,  0.0, 404, 555, -0.02,  0,   0.00,   0.00
2019/12/19 11:38:40,  49.30,  0.0, 404, 555, -0.01,  0,   0.00,   0.00
2019/12/19 11:38:50,  49.30,  0.0, 403, 555, -0.02,  0,   0.00,   0.00
2019/12/19 11:39:00,  49.30,  0.0, 403, 555, -0.02,  0,   0.00,   0.00
2019/12/19 11:39:10,  49.30,  0.0, 403, 555, -0.02,  0,   0.00,   0.00
2019/12/19 11:39:20,  49.30,  0.0, 403, 555, -0.03,  0,   0.00,   0.00
2019/12/19 11:39:30,  49.30,  0.0, 403, 555, -0.04,  0,   0.00,   0.00
2019/12/19 11:39:40,  49.30,  0.0, 403, 555, -0.05,  0,   0.00,   0.00
2019/12/19 11:39:50,  49.30,  0.0, 403, 555, -0.06,  0,   0.00,   0.00
2019/12/19 11:40:00,  49.30,  0.0, 402, 555, -0.07,  0,   0.00,   0.00
2019/12/19 11:40:10,  49.30,  0.0, 402, 555, -0.08,  0,   0.00,   0.00
2019/12/19 11:40:20,  49.30,  0.0, 402, 555, -0.09,  0,   0.00,   0.00
2019/12/19 11:40:30,  49.30,  0.0, 402, 555, -0.11,  0,   0.00,   0.00
2019/12/19 11:40:40,  49.30,  0.0, 402, 554, -0.13,  0,   0.00,   0.00
2019/12/19 11:40:50,  49.30,  0.0, 402, 554, -0.15,  0,   0.00,   0.00
2019/12/19 11:41:00,  49.30,  0.0, 402, 554, -0.15,  0,   0.00,   0.00
2019/12/19 11:41:10,  49.30,  0.0, 402, 554, -0.15,  0,   0.00,   0.00
2019/12/19 11:41:20,  49.30,  0.0, 402, 554, -0.15,  0,   0.00,   0.00
2019/12/19 11:41:30,  49.30,  0.0, 401, 554, -0.13,  0,   0.00,   0.00
2019/12/19 11:41:40,  49.30,  0.0, 401, 554, -0.10,  0,   0.00,   0.00
2019/12/19 11:41:50,  49.30,  0.0, 401, 554, -0.08,  0,   0.00,   0.00
2019/12/19 11:42:00,  49.30,  0.0, 401, 554, -0.06,  0,   0.00,   0.00
2019/12/19 11:42:10,  49.30,  0.0, 401, 554, -0.05,  0,   0.00,   0.00
2019/12/19 11:42:20,  49.30,  0.0, 401, 554, -0.04,  0,   0.00,   0.00
2019/12/19 11:42:30,  49.30,  0.0, 401, 554, -0.03,  0,   0.00,   0.00
2019/12/19 11:42:40,  49.30,  0.0, 401, 554, -0.03,  0,   0.00,   0.00
2019/12/19 11:42:50,  49.30,  0.0, 401, 554, -0.03,  0,   0.00,   0.00
2019/12/19 11:43:00,  49.30,  0.0, 401, 554, -0.03,  0,   0.00,   0.00
2019/12/19 11:43:10,  49.30,  0.0, 401, 554, -0.03,  0,   0.00,   0.00
2019/12/19 11:43:20,  49.30,  0.0, 401, 554, -0.03,  0,   0.00,   0.00
2019/12/19 11:43:30,  49.30,  0.0, 401, 553, -0.03,  0,   0.00,   0.00
2019/12/19 11:43:40,  49.30,  0.0, 401, 553, -0.03,  0,   0.00,   0.00
2019/12/19 11:43:50,  49.30,  0.0, 401, 553, -0.03,  0,   0.00,   0.00
2019/12/19 11:44:00,  49.30,  0.0, 401, 553, -0.03,  0,   0.00,   0.00
2019/12/19 11:44:10,  49.30,  0.0, 401, 553, -0.03,  0,   0.00,   0.00
2019/12/19 11:44:20,  49.30,  0.0, 401, 553, -0.03,  0,   0.00,   0.00
