:GT2K_LOG,2
:LOGGING_ID,6
:LOGGING_NAME,"Dryer1Fire"
:SERIAL_ID,62
:DEVICE_NUM,8
:RECORD_NUM,3600
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,L
:DEV_COMMENT,"ÑBÑ|ÑpÑwÑ~ÑÄÑÉÑÑÑé ÑÉÑçÑÇÑéÑë","ÑBÑÑÑÄÑÇ ÑtÑÖÑÑÑéÑu","ÑSÑuÑ}ÑÅ. Ñr ÑqÑÄÑÇÑÄÑrÑu","ÑSÑuÑ}ÑÅ. Ñr ÑÑ-ÑsÑuÑ~","ÑQÑpÑxÑÇ. Ñr ÑÑÑÄÑÅÑ{Ñu","ÑYÑyÑqÑuÑÇ 0-100%","ÑPÑÄÑtÑpÑâÑp ÑÑÑÄÑÅÑ|ÑyÑrÑp","ÑPÑÄÑtÑpÑâÑp ÑrÑÄÑxÑtÑÖÑáÑp"
:DEV_TYPE,REAL,REAL,REAL,REAL,REAL,BIN16,REAL,REAL
:DISP_TYPE,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,DEC,REAL_FIX,REAL_FIX
:DEV_SIZE,2,2,2,2,2,1,2,2
2020/01/21 00:25:36,  49.60, 25.4, 614, 511, -0.16,  0,   0.80,  45.00
2020/01/21 00:25:46,  49.60, 25.5, 614, 511, -0.16,  0,   0.80,  45.00
2020/01/21 00:25:56,  49.60, 25.4, 614, 511, -0.17,  0,   0.80,  45.00
2020/01/21 00:26:06,  49.60, 25.3, 614, 511, -0.17,  0,   0.80,  45.00
2020/01/21 00:26:16,  49.60, 25.3, 614, 511, -0.17,  0,   0.80,  45.00
2020/01/21 00:26:26,  49.60, 25.4, 614, 511, -0.15,  0,   0.80,  45.00
2020/01/21 00:26:36,  49.60, 25.2, 614, 511, -0.17,  0,   0.80,  45.00
2020/01/21 00:26:46,  49.60, 25.3, 614, 511, -0.16,  0,   0.80,  45.00
2020/01/21 00:26:56,  49.60, 25.1, 614, 511, -0.17,  0,   0.80,  45.00
2020/01/21 00:27:06,  49.60, 25.3, 614, 511, -0.17,  0,   0.80,  45.00
2020/01/21 00:27:16,  49.60, 25.3, 614, 511, -0.17,  0,   0.80,  45.00
2020/01/21 00:27:26,  49.60, 25.3, 614, 511, -0.16,  0,   0.80,  45.00
2020/01/21 00:27:36,  49.60, 25.5, 614, 512, -0.18,  0,   0.80,  45.00
2020/01/21 00:27:46,  49.60, 25.3, 614, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:27:56,  49.60, 25.5, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:28:06,  49.60, 25.5, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:28:16,  49.60, 25.4, 614, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:28:26,  49.60, 25.3, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:28:36,  49.60, 25.4, 614, 512, -0.15,  0,   0.80,  45.00
2020/01/21 00:28:46,  49.60, 25.3, 614, 512, -0.18,  0,   0.80,  45.00
2020/01/21 00:28:56,  49.60, 25.2, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:29:06,  49.60, 25.4, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:29:16,  49.60, 25.3, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:29:26,  49.60, 25.3, 614, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:29:36,  49.60, 25.2, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:29:46,  49.60, 25.2, 614, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:29:56,  49.60, 25.2, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:30:06,  49.60, 25.2, 614, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:30:16,  49.60, 25.2, 614, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:30:26,  49.60, 25.2, 614, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:30:36,  49.60, 25.3, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:30:46,  49.60, 25.3, 614, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:30:56,  49.60, 25.3, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:31:06,  49.60, 25.2, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:31:16,  49.60, 25.3, 614, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:31:26,  49.60, 25.4, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:31:36,  49.60, 25.3, 615, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:31:46,  49.60, 25.3, 614, 512, -0.18,  0,   0.80,  45.00
2020/01/21 00:31:56,  49.60, 25.4, 614, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:32:06,  49.60, 25.3, 615, 512, -0.18,  0,   0.80,  45.00
2020/01/21 00:32:16,  49.60, 25.3, 615, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:32:26,  49.60, 25.3, 615, 512, -0.16,  0,   0.80,  45.00
2020/01/21 00:32:36,  49.60, 25.2, 615, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:32:46,  49.60, 25.3, 615, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:32:56,  49.60, 25.4, 615, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:33:06,  49.60, 25.3, 615, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:33:16,  49.60, 25.2, 615, 512, -0.17,  0,   0.80,  45.00
2020/01/21 00:33:26,  49.60, 25.3, 615, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:33:36,  49.60, 25.2, 615, 513, -0.16,  0,   0.80,  45.00
2020/01/21 00:33:46,  49.60, 25.2, 615, 513, -0.16,  0,   0.80,  45.00
2020/01/21 00:33:56,  49.60, 25.2, 615, 513, -0.17,  0,   0.80,  45.00
2020/01/21 00:34:06,  49.60, 25.3, 615, 513, -0.17,  0,   0.80,  45.00
2020/01/21 00:34:16,  49.60, 25.4, 615, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:34:26,  49.60, 25.2, 614, 513, -0.17,  0,   0.80,  45.00
2020/01/21 00:34:36,  49.60, 25.4, 615, 513, -0.17,  0,   0.80,  45.00
2020/01/21 00:34:46,  49.60, 25.3, 614, 513, -0.17,  0,   0.80,  45.00
2020/01/21 00:34:56,  49.60, 25.4, 615, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:35:06,  49.60, 25.3, 614, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:35:16,  49.60, 25.5, 614, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:35:26,  49.60, 25.4, 614, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:35:36,  49.60, 25.5, 614, 513, -0.17,  0,   0.80,  45.00
2020/01/21 00:35:46,  49.60, 25.3, 614, 513, -0.17,  0,   0.80,  45.00
2020/01/21 00:35:56,  49.60, 25.4, 614, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:36:06,  49.60, 25.2, 614, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:36:16,  49.60, 25.3, 614, 513, -0.19,  0,   0.80,  45.00
2020/01/21 00:36:26,  49.60, 25.3, 614, 513, -0.17,  0,   0.80,  45.00
2020/01/21 00:36:36,  49.60, 25.4, 614, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:36:46,  49.60, 25.3, 614, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:36:56,  49.60, 25.4, 614, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:37:06,  49.60, 25.5, 614, 513, -0.19,  0,   0.80,  45.00
2020/01/21 00:37:16,  49.60, 25.5, 613, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:37:26,  49.60, 25.4, 613, 513, -0.18,  0,   0.80,  45.00
2020/01/21 00:37:36,  49.60, 25.4, 613, 513, -0.19,  0,   1.20,  45.00
2020/01/21 00:37:46,  49.60, 25.4, 613, 513, -0.18,  0,   1.20,  45.00
2020/01/21 00:37:56,  49.60, 25.5, 613, 513, -0.20,  0,   1.20,  45.00
2020/01/21 00:38:06,  49.60, 25.4, 613, 513, -0.17,  0,   1.20,  45.00
2020/01/21 00:38:16,  49.60, 25.5, 613, 513, -0.18,  0,   1.20,  45.00
2020/01/21 00:38:26,  49.60, 25.5, 612, 514, -0.18,  0,   1.40,  45.00
2020/01/21 00:38:36,  49.60, 25.5, 612, 514, -0.19,  0,   1.40,  45.00
2020/01/21 00:38:46,  49.60, 25.4, 612, 514, -0.18,  0,   1.40,  45.00
2020/01/21 00:38:56,  49.60, 25.4, 612, 514, -0.18,  0,   1.40,  45.00
2020/01/21 00:39:06,  49.60, 25.4, 612, 514, -0.18,  0,   1.40,  45.00
2020/01/21 00:39:16,  49.60, 25.4, 612, 514, -0.18,  0,   1.40,  45.00
2020/01/21 00:39:26,  49.60, 25.3, 611, 514, -0.18,  0,   1.40,  45.00
2020/01/21 00:39:36,  49.60, 25.3, 611, 514, -0.17,  0,   1.40,  45.00
2020/01/21 00:39:46,  49.60, 25.4, 611, 514, -0.17,  0,   1.80,  45.00
2020/01/21 00:39:56,  49.60, 25.3, 611, 514, -0.17,  0,   1.80,  45.00
2020/01/21 00:40:06,  49.60, 25.3, 611, 514, -0.17,  0,   1.80,  45.00
2020/01/21 00:40:16,  49.60, 25.3, 610, 514, -0.18,  0,   1.80,  45.00
