:GT2K_LOG,2
:LOGGING_ID,6
:LOGGING_NAME,"Dryer1Fire"
:SERIAL_ID,94
:DEVICE_NUM,8
:RECORD_NUM,3600
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,L
:DEV_COMMENT,"ÑBÑ|ÑpÑwÑ~ÑÄÑÉÑÑÑé ÑÉÑçÑÇÑéÑë","ÑBÑÑÑÄÑÇ ÑtÑÖÑÑÑéÑu","ÑSÑuÑ}ÑÅ. Ñr ÑqÑÄÑÇÑÄÑrÑu","ÑSÑuÑ}ÑÅ. Ñr ÑÑ-ÑsÑuÑ~","ÑQÑpÑxÑÇ. Ñr ÑÑÑÄÑÅÑ{Ñu","ÑYÑyÑqÑuÑÇ 0-100%","ÑPÑÄÑtÑpÑâÑp ÑÑÑÄÑÅÑ|ÑyÑrÑp","ÑPÑÄÑtÑpÑâÑp ÑrÑÄÑxÑtÑÖÑáÑp"
:DEV_TYPE,REAL,REAL,REAL,REAL,REAL,BIN16,REAL,REAL
:DISP_TYPE,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,DEC,REAL_FIX,REAL_FIX
:DEV_SIZE,2,2,2,2,2,1,2,2
2019/12/23 15:50:06,  49.20, 24.0, 618, 611, -0.25,  0,   0.00,  45.00
2019/12/23 15:50:16,  49.20, 24.1, 618, 611, -0.24,  0,   0.00,  45.00
2019/12/23 15:50:26,  49.20, 23.9, 618, 611, -0.26,  0,   0.00,  45.00
2019/12/23 15:50:36,  49.20, 24.1, 618, 611, -0.25,  0,   0.00,  45.00
2019/12/23 15:50:46,  49.20, 24.2, 618, 611, -0.25,  0,   0.00,  45.00
2019/12/23 15:50:56,  49.20, 24.1, 618, 612, -0.25,  0,   0.00,  45.00
2019/12/23 15:51:06,  49.20, 24.1, 618, 612, -0.25,  0,   0.00,  45.00
2019/12/23 15:51:16,  49.20, 23.9, 618, 612, -0.26,  0,   0.00,  45.00
2019/12/23 15:51:26,  49.20, 24.2, 618, 612, -0.26,  0,   0.00,  45.00
2019/12/23 15:51:36,  49.20, 24.1, 618, 612, -0.26,  0,   0.00,  45.00
2019/12/23 15:51:46,  49.20, 23.9, 618, 612, -0.26,  0,   0.00,  45.00
2019/12/23 15:51:56,  49.20, 24.2, 618, 612, -0.26,  0,   0.00,  45.00
2019/12/23 15:52:06,  49.20, 24.1, 618, 612, -0.27,  0,   0.00,  45.00
2019/12/23 15:52:16,  49.20, 24.2, 618, 612, -0.25,  0,   0.00,  45.00
2019/12/23 15:52:26,  49.20, 24.2, 618, 612, -0.27,  0,   1.60,  45.00
2019/12/23 15:52:36,  49.20, 24.1, 618, 612, -0.26,  0,   1.60,  45.00
2019/12/23 15:52:46,  49.20, 23.8, 618, 612, -0.21,  0,   1.60,  45.00
2019/12/23 15:52:56,  49.20, 24.0, 618, 612, -0.21,  0,   1.60,  45.00
2019/12/23 15:53:06,  49.20, 23.9, 617, 612, -0.21,  0,   1.60,  45.00
2019/12/23 15:53:16,  49.20, 24.0, 617, 612, -0.21,  0,   1.60,  45.00
2019/12/23 15:53:26,  49.20, 24.0, 617, 612, -0.20,  0,   1.60,  45.00
2019/12/23 15:53:36,  49.20, 24.0, 617, 612, -0.21,  0,   1.60,  45.00
2019/12/23 15:53:46,  49.20, 24.0, 617, 612, -0.20,  0,   1.60,  45.00
2019/12/23 15:53:56,  49.20, 24.0, 617, 612, -0.20,  0,   1.60,  45.00
2019/12/23 15:54:06,  49.20, 24.0, 617, 612, -0.18,  0,   1.60,  45.00
2019/12/23 15:54:16,  49.20, 24.0, 617, 612, -0.19,  0,   1.60,  45.00
2019/12/23 15:54:26,  49.20, 24.0, 616, 612, -0.19,  0,   1.60,  45.00
2019/12/23 15:54:36,  49.20, 24.0, 616, 612, -0.19,  0,   1.60,  45.00
2019/12/23 15:54:46,  49.20, 24.0, 616, 612, -0.18,  0,   1.60,  45.00
2019/12/23 15:54:56,  49.20, 23.9, 616, 612, -0.18,  0,   1.60,  45.00
2019/12/23 15:55:06,  49.20, 23.8, 616, 612, -0.19,  0,   1.60,  45.00
2019/12/23 15:55:16,  49.20, 23.9, 616, 612, -0.19,  0,   1.60,  45.00
2019/12/23 15:55:26,  49.20, 24.0, 616, 612, -0.19,  0,   1.60,  45.00
2019/12/23 15:55:36,  49.20, 24.0, 617, 613, -0.18,  0,   1.60,  45.00
2019/12/23 15:55:46,  49.20, 24.0, 617, 612, -0.18,  0,   1.60,  45.00
2019/12/23 15:55:56,  49.20, 24.0, 617, 612, -0.19,  0,   0.00,  45.00
2019/12/23 15:56:06,  49.20, 24.1, 617, 612, -0.23,  0,   0.00,  45.00
2019/12/23 15:56:16,  49.20, 24.1, 617, 612, -0.23,  0,   0.00,  45.00
2019/12/23 15:56:26,  49.20, 24.0, 618, 612, -0.24,  0,   0.00,  45.00
2019/12/23 15:56:36,  49.20, 24.0, 618, 612, -0.25,  0,   0.00,  45.00
2019/12/23 15:56:46,  49.20, 24.2, 618, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:56:56,  49.20, 24.1, 618, 613, -0.24,  0,   0.00,  45.00
2019/12/23 15:57:06,  49.20, 24.0, 618, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:57:16,  49.20, 24.1, 618, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:57:26,  49.20, 24.2, 618, 613, -0.26,  0,   0.00,  45.00
2019/12/23 15:57:36,  49.20, 24.0, 619, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:57:46,  49.20, 24.0, 619, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:57:56,  49.20, 24.2, 619, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:58:06,  49.20, 24.0, 619, 613, -0.26,  0,   0.00,  45.00
2019/12/23 15:58:16,  49.20, 24.1, 618, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:58:26,  49.20, 24.1, 618, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:58:36,  49.20, 23.9, 618, 613, -0.26,  0,   0.00,  45.00
2019/12/23 15:58:46,  49.20, 23.9, 618, 613, -0.26,  0,   0.00,  45.00
2019/12/23 15:58:56,  49.20, 23.7, 618, 613, -0.26,  0,   0.00,  45.00
2019/12/23 15:59:06,  49.20, 24.1, 618, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:59:16,  49.20, 23.8, 618, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:59:26,  49.20, 23.8, 618, 613, -0.26,  0,   0.00,  45.00
2019/12/23 15:59:36,  49.20, 24.1, 618, 613, -0.25,  0,   0.00,  45.00
2019/12/23 15:59:46,  49.20, 24.0, 618, 613, -0.27,  0,   0.00,  45.00
2019/12/23 15:59:56,  49.20, 23.8, 617, 613, -0.26,  0,   0.00,  45.00
2019/12/23 16:00:06,  49.20, 24.0, 617, 613, -0.25,  0,   0.00,  45.00
2019/12/23 16:00:16,  49.20, 23.9, 617, 613, -0.26,  0,   0.00,  45.00
2019/12/23 16:00:26,  49.20, 24.0, 617, 613, -0.26,  0,   0.00,  45.00
2019/12/23 16:00:36,  49.20, 24.0, 617, 613, -0.26,  0,   0.00,  45.00
2019/12/23 16:00:46,  49.20, 24.0, 616, 613, -0.26,  0,   0.00,  45.00
2019/12/23 16:00:56,  49.20, 24.1, 616, 613, -0.26,  0,   0.00,  45.00
2019/12/23 16:01:06,  49.20, 24.1, 616, 613, -0.27,  0,   1.60,  45.00
2019/12/23 16:01:16,  49.20, 23.8, 616, 613, -0.21,  0,   1.60,  45.00
2019/12/23 16:01:26,  49.20, 23.9, 616, 614, -0.20,  0,   1.60,  45.00
2019/12/23 16:01:36,  49.20, 23.8, 616, 613, -0.21,  0,   1.60,  45.00
2019/12/23 16:01:46,  49.20, 23.8, 616, 614, -0.19,  0,   1.60,  45.00
2019/12/23 16:01:56,  49.20, 23.8, 615, 614, -0.20,  0,   1.60,  45.00
2019/12/23 16:02:06,  49.20, 23.6, 615, 614, -0.21,  0,   1.60,  45.00
2019/12/23 16:02:16,  49.20, 23.9, 615, 614, -0.20,  0,   1.60,  45.00
2019/12/23 16:02:26,  49.20, 23.9, 615, 614, -0.19,  0,   1.60,  45.00
2019/12/23 16:02:36,  49.20, 24.0, 615, 614, -0.18,  0,   1.60,  45.00
2019/12/23 16:02:46,  49.20, 23.7, 615, 614, -0.19,  0,   1.60,  45.00
2019/12/23 16:02:56,  49.20, 23.9, 615, 614, -0.19,  0,   1.60,  45.00
2019/12/23 16:03:06,  49.20, 23.8, 615, 614, -0.19,  0,   1.60,  45.00
2019/12/23 16:03:16,  49.20, 23.9, 615, 614, -0.20,  0,   1.60,  45.00
2019/12/23 16:03:26,  49.20, 23.7, 615, 614, -0.18,  0,   1.60,  45.00
2019/12/23 16:03:36,  49.20, 23.8, 615, 614, -0.19,  0,   1.60,  45.00
2019/12/23 16:03:46,  49.20, 24.0, 615, 614, -0.18,  0,   1.60,  45.00
2019/12/23 16:03:56,  49.20, 23.9, 615, 614, -0.18,  0,   1.60,  45.00
2019/12/23 16:04:06,  49.20, 23.9, 615, 614, -0.18,  0,   1.60,  45.00
2019/12/23 16:04:16,  49.20, 24.1, 615, 614, -0.18,  0,   0.00,  45.00
2019/12/23 16:04:26,  49.20, 23.8, 615, 614, -0.21,  0,   0.00,  45.00
2019/12/23 16:04:36,  49.20, 23.9, 616, 614, -0.23,  0,   0.00,  45.00
2019/12/23 16:04:46,  49.20, 23.9, 616, 614, -0.23,  0,   0.00,  45.00
