:GT2K_LOG,2
:LOGGING_ID,6
:LOGGING_NAME,"Dryer1Fire"
:SERIAL_ID,29
:DEVICE_NUM,8
:RECORD_NUM,3600
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,L
:DEV_COMMENT,"ÑBÑ|ÑpÑwÑ~ÑÄÑÉÑÑÑé ÑÉÑçÑÇÑéÑë","ÑBÑÑÑÄÑÇ ÑtÑÖÑÑÑéÑu","ÑSÑuÑ}ÑÅ. Ñr ÑqÑÄÑÇÑÄÑrÑu","ÑSÑuÑ}ÑÅ. Ñr ÑÑ-ÑsÑuÑ~","ÑQÑpÑxÑÇ. Ñr ÑÑÑÄÑÅÑ{Ñu","ÑYÑyÑqÑuÑÇ 0-100%","ÑPÑÄÑtÑpÑâÑp ÑÑÑÄÑÅÑ|ÑyÑrÑp","ÑPÑÄÑtÑpÑâÑp ÑrÑÄÑxÑtÑÖÑáÑp"
:DEV_TYPE,REAL,REAL,REAL,REAL,REAL,BIN16,REAL,REAL
:DISP_TYPE,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,DEC,REAL_FIX,REAL_FIX
:DEV_SIZE,2,2,2,2,2,1,2,2
2020/01/07 06:12:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:12:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:12:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:12:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:12:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:13:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:13:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:13:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:13:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:13:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:13:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:14:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:14:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:14:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:14:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:14:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:14:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:15:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:15:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:15:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:15:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:15:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:15:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:16:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:16:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:16:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:16:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:16:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:16:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:17:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:17:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:17:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:17:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:17:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:17:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:18:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:18:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:18:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:18:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:18:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:18:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:19:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:19:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:19:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:19:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:19:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:19:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:20:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:20:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:20:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:20:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:20:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:20:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:21:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:21:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:21:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:21:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:21:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:21:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:22:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:22:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:22:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:22:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:22:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:22:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:23:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:23:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:23:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:23:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:23:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:23:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:24:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:24:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:24:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:24:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:24:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:24:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:25:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:25:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:25:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:25:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:25:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:25:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:26:05,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:26:15,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:26:25,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:26:35,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:26:45,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
2020/01/07 06:26:55,  49.50,  0.0,  27,  37, -0.01,  0,   0.00,   0.00
